apvExpLabId,apvCodApli,apvCodEmpresa,apvCodCargo
7177,241885,,
7183,241943,,
7186,241946,,
7187,241947,,
7191,241950,,
7192,241951,,
7195,241955,,
6827,241959,,
6828,241960,,
6834,241965,,
6835,241966,,
6922,241824,,
6923,241968,,
7281,241958,,
7203,242004,,
6924,242007,,
12956,244127,,
7222,242015,,
7226,242019,,
7229,242021,,
7230,242022,,
7296,242023,,
7232,242025,,
7234,242028,,
7300,242034,,
7302,242037,,
7305,242040,,
7308,242043,,
7309,242045,,
7243,236768,,
12195,243640,,
7247,242062,,
6844,242089,,
7397,242095,,
7398,242096,,
7453,242098,,
6845,242100,,
6848,242105,,
7467,242122,,
6850,242130,,
6851,242131,,
6853,242133,,
6925,242139,,
7266,242152,,
6934,242159,,
6936,242161,,
6942,242171,,
7327,242195,,
6950,242104,,
7329,242198,,
6952,242200,,
6956,242206,,
6967,242220,,
12488,243878,,
7346,236114,,
6969,240331,,
6971,242228,,
7352,242210,,
7358,242241,,
7360,235882,,
7362,242249,,
7363,242018,,
6995,242255,,
6997,242261,,
7001,242270,,
7010,242278,,
7013,242292,,
7014,242293,,
7408,242305,,
7022,242317,,
7023,239603,,
7027,242321,,
7416,242323,,
7417,242324,,
7033,242327,,
7036,242330,,
7510,242331,,
7428,242341,,
7431,242257,,
7438,242349,,
7439,242351,,
7440,242352,,
7670,242355,,
7443,242358,,
7444,242347,,
7445,242359,,
7493,242379,,
7494,242382,,
7733,242386,,
7737,234429,,
7506,242389,,
7507,242391,,
7508,242392,,
7509,242393,,
7514,242394,,
12688,243983,,
7518,242399,,
7520,231581,,
7789,242404,,
8139,235488,,
7749,242413,,
7790,242415,,
7674,242428,,
12623,243953,,
7763,242435,,
7764,242436,,
7787,242445,,
7788,242447,,
7546,242451,,
7549,242454,,
7551,242456,,
7847,242461,,
7906,242468,,
7689,242470,,
7695,242476,,
7702,242487,,
7706,242490,,
7708,242492,,
7910,242496,,
7712,242514,,
7918,242420,,
7849,242517,,
7854,242522,,
7856,242524,,
7857,242525,,
7718,242530,,
7720,242535,,
7924,242537,,
7723,242546,,
7794,242555,,
7797,242558,,
7800,242565,,
7801,242567,,
7803,242568,,
7804,242569,,
8127,242572,,
8128,242583,,
8132,242267,,
8620,242589,,
12911,244083,,
8621,242590,,
8622,242591,,
7866,242604,,
7930,241667,,
7973,242610,,
7980,242679,,
7975,242612,,
7976,242613,,
7978,242615,,
7823,242621,,
7824,242622,,
7934,242636,,
7840,242533,,
7873,242645,,
7876,242650,,
11865,243296,,
7878,242652,,
7957,242760,,
7939,242658,,
7941,242660,,
7942,242661,,
8138,242664,,
8189,242669,,
8190,242670,,
8193,242674,,
7979,242678,,
7962,242793,,
7954,233819,,
7983,242682,,
7986,242688,,
7987,242691,,
7989,242695,,
8246,242696,,
8248,242698,,
7990,242701,,
7890,242706,,
8257,234053,,
7898,242725,,
8140,242507,,
7901,242726,,
7944,242728,,
7902,242730,,
8197,242732,,
8264,231054,,
8198,242777,,
8319,242785,,
8327,242852,,
8315,242772,,
8338,242776,,
8205,242782,,
8302,242791,,
7997,242803,,
8002,242810,,
8003,242811,,
8005,242812,,
8004,242756,,
8006,242813,,
8007,242814,,
8009,239023,,
8207,242748,,
8016,242816,,
8019,242819,,
8144,242821,,
12307,243672,,
8322,242822,,
12454,243850,,
12164,243614,,
8151,242834,,
8154,242836,,
8342,242838,,
8345,242840,,
8157,242847,,
8325,242850,,
8326,242851,,
8350,242861,,
8164,242862,,
8414,242863,,
8416,242866,,
8418,242869,,
8419,242878,,
8171,242880,,
8172,233952,,
8174,242882,,
8329,242883,,
8330,242884,,
8332,242886,,
8176,242890,,
8179,242895,,
8212,242899,,
8334,242903,,
8335,242904,,
8215,242907,,
8223,242912,,
8351,242914,,
8423,242918,,
8306,234647,,
8352,242922,,
8274,242938,,
8235,239097,,
8276,242940,,
8278,232928,,
8280,242943,,
8426,231784,,
8308,242949,,
8359,242953,,
8286,242955,,
8288,242957,,
8337,242966,,
8433,242970,,
8431,242977,,
11703,242999,,
11600,243020,,
12529,243904,,
12904,244011,,
12843,244055,,
12951,244114,,
12664,243843,,
11586,242944,,
11595,243018,,
11599,240636,,
11603,243022,,
11608,243012,,
11609,236170,,
11614,243028,,
11633,243038,,
11635,243047,,
11655,243098,,
11663,231583,,
11678,243126,,
11683,243134,,
11687,243140,,
11690,243142,,
11693,243144,,
11694,233102,,
11696,243147,,
11697,243150,,
11713,243169,,
11718,243163,,
11725,243177,,
11736,243189,,
11746,243184,,
11747,243185,,
11754,243202,,
11757,243203,,
11759,243205,,
11783,243218,,
11791,243226,,
11792,243227,,
11796,243235,,
11803,233172,,
11808,243248,,
11813,243255,,
11821,243264,,
11822,243254,,
11828,243269,,
11829,243270,,
13482,244429,,
11863,243293,,
11866,243297,,
11887,243321,,
11894,243325,,
11902,243337,,
11915,243352,,
11923,243354,,
11924,243355,,
11925,243356,,
11930,243361,,
11936,243364,,
11938,243365,,
11941,243367,,
11952,243374,,
11954,243376,,
11958,243380,,
11960,243382,,
11968,243386,,
11969,243387,,
11971,243390,,
11973,243393,,
11977,243398,,
11978,243399,,
12657,243951,,
11984,243405,,
11988,243445,,
11994,243452,,
12008,243466,,
12023,243467,,
12024,243476,,
12026,243478,,
12032,243483,,
12047,243496,,
12051,243500,,
12068,243523,,
12082,243541,,
12087,243550,,
12090,243553,,
12096,243557,,
12097,243559,,
12108,243573,,
12110,243575,,
12111,243576,,
12115,243580,,
12119,243584,,
12121,243586,,
12122,243587,,
12131,243597,,
12132,243598,,
12137,243599,,
12151,243608,,
12165,243615,,
12170,243619,,
12176,243621,,
12177,243624,,
12178,243625,,
12181,243627,,
12189,243637,,
12213,243651,,
12214,243652,,
12225,243660,,
12227,243662,,
12242,243676,,
12252,243682,,
12301,243708,,
12308,243716,,
12316,243730,,
12317,243731,,
12362,243764,,
12364,243768,,
12374,243775,,
12375,243777,,
12376,243778,,
12377,243779,,
12379,243781,,
12386,243786,,
12389,243795,,
12393,243791,,
12394,243790,,
12411,243811,,
12424,243817,,
12427,243820,,
12429,243821,,
12431,243826,,
12443,243831,,
12450,243835,,
12453,243839,,
12458,243855,,
12459,243856,,
12460,243857,,
12466,243862,,
12499,243891,,
12519,243899,,
12535,242995,,
12566,243918,,
12588,243926,,
12591,243927,,
12602,243937,,
12606,243940,,
12607,243942,,
12610,243571,,
12611,243945,,
12613,243948,,
12697,243988,,
12712,243993,,
12714,243995,,
12736,244000,,
12749,244003,,
13194,244241,,
12762,244016,,
12782,244021,,
12786,244026,,
12797,244028,,
12799,244039,,
12827,244009,,
12840,244054,,
12852,244057,,
12858,244067,,
12860,244068,,
12861,244069,,
12886,244085,,
12888,244089,,
12889,244090,,
12936,244115,,
13033,244163,,
13143,244214,,
13181,244239,,
13190,244171,,
13219,241491,,
13447,244399,,
13584,244519,,
